CodEstablecimiento;nombreComercial;Direccion;ReferenciaDireccion;telefonoPrincipal;telefonoSecundario;CorreoElectronico;delivery;paginaWeb;CodProvincia;CodComercial;CodClasificacion;CodCategoria
18761;HAMBURGUESAS EL CORRAL;C.C. SAN LUIS SHOPPING;null;2090246;null;null;Si;null;17;0100;0028;035
18762;HAMBURGUESAS EL CORRAL No1;ISABEL LA CATOLICA N24-561 Y LUIS CORDERO;null;2486666;null;null;Si ;null;17;0100;0015;035
18763;HAMBURGUESAS EL CORRAL;AV. AL PARQUE S/N Y ALONSO DE TORRES;null;3520352;null;null;Si ;null;17;0100;0015;035
18764;HAMBURGUESAS EL CORRAL;DIEGO DE ALMAGRO N28-30 Y AV. ORELLANA;null;2529324;null;null;Si;null;17;0100;0015;035
18765;TIP TOP TRAVEL;Mariscal Foch E7-81 y Av. Diego de Almagro;EDIFICIO MARISCAL PE;22563181;987985876;rosa@tiptoptravel.ec;No;www.tiptoptravel.ec;17;0104;0001;016
18766;GUARIDA DEL COYOTE LA;AV. SAN LUIS 559 Y NOVENA TRANSVERSAL, ESQ.;null;2862761;null;null;Si ;null;17;0100;0028;039
18767;COMPAÑIA DE TRANSPORTE TURISMO PUERTO QUITO S.A;CALLE LOJA Y CALLE S/N BARRIO LOS CLAVELES;null;023752578;null;gsinmaleza@outlook.com;No;null;17;0106;0035;043
18768;AGENCIA DE VIAJES Y TURISMO ECUADOR SIN FRONTERAS;CALLE E1D N87-243 y CUARZO;4 CUADRAS ESCUELA EFRATA;999451801;23443292;ecuasinfro@hotmail.com;No;www.ecuasinfro.com;17;0104;0001;016
18769;BOCATTO DA FIORENTINO;Av. InteroceÁnica  KM12 1/2 S/N;C.C.SCALA SHOPING LOCAL 316;22928053;22040558;bocatto@mail.com;Si ;null;17;0100;0028;037
18770;GALEXPER CIA. LTDA.;DR. EMILIO ROMERO MENENDEZ S/N Y AV. BENJAMIN CARRION, EDIF. CITY OFFICE, PISO 9, OF. 933;null;2959194;null;SILVIA@GALAPAGOSEXPERIENCE.NET;No;null;09;0104;0020;034
18771;GALÁPAGOS EXPERIENCE;Av. 6 de Diciembre N30-105  entre Alpallana y RepÚblica;FRENTE A LA PARADA DE LA PAZ DEL ECOVIA;22526220;998337389;info@galapagosexperience.net;No;null;17;0104;0020;034
18772;PIZZERIA EL HORNERO - TUMBACO;Av. Interoceanica S/N ESCALÓN DE TUMBACO;null;22374117;22374117;contabilidad@elhornero.com.ec;Si;www.pizzeriaelhornero.com.ec;17;0100;0028;037
18773;MINDO BIRD TOURS;Brasil N45-213 y Zamora;PISO: PB. SECTOR: CLINICA VETERINARIA BRASIL;22451005;987597806;jalyons593@gmail.com;No;null;17;0104;0020;034
18774;TRAVELNET;WhImper N31-58 y Coruña;null;23238122;23238671;silvita.s@hotmail.com;No;null;17;0104;0001;016
18775;HOMETOURS;LUXEMBURGO  N34-359 y AV. PORTUGAL;FRENTE AL CYRANO DE LA PORTUGAL;23325375;23325374;ejacome@hometours.com.ec;No;www.hometours.com.ec;17;0104;0001;016
18776;VANGUARDIATUR;Av. America N34-503 Fco. Hernandez;null;23319714;0;msolis@vanguardiatur.com;No;www.vanguadiatur.com;17;0104;0003;018
18777;LA BODEGUITA DE CUBA VARADERO;REINA VICTORIA N26-105 y LA PINTA;null;22542476;22542575;bodeguita.varadero@gmail.com;No;www.hotelviejacuba.com;17;0100;0013;048
18778;LA BODEGUITA DE CUBA VARADERO;Reina Victoria N26-105 Y La Pinta;A 2 CUADRAS BANCO GUAYAQUIL;22542476;22542575;bodeguita.varadero@gmail.com;Si ;null;17;0100;0028;040
18779;OPERADORA DE TURISMO Y TRANSPORTE MISTERIOS DEL INFO;6 de Diciembre S/N  a 5 cuadras de la escuela Jorge Icaza;null;22150263;0;raul964@yahoo.com;No;null;17;0106;0035;043
18780;RAINBOW VIAJES Y TURISMO;CALLE Z S5-09 y CALLE G;LOMA DE PUENGASI, BARRIO ELOY ALFARO;22608172;999477404;gerencia@alfatravel.ec;No;null;17;0104;0001;016
18781;TONY ROMA.S;Av. de la prensa S/N Av. mariscal sucre;FRENTE AL PARQUE DE LA JUVENTUD;23802332;22245412;mheller@paba.com.ec;Si ;null;17;0100;0028;037
18782;SANDRY;Panamericana Norte S/N y Alfonso Moncayo;null;22423260;22422798;carapungo@pollosandry.com;Si;null;17;0100;0028;040
18783;PIZZERIA EL HORNERO;y Av. Diego Vasquez de Cepeda  L1-3 Secundaria;JUNTO AL UPC;986172891;22478686;contabilidad@elhornero.com.ec;Si ;www.pizzeriaelhornero.com;17;0100;0028;037
18784;BENJI TRAVEL;OE1J  S48-67 y FENICIO áNGULO;CIUDADELA NUEVA AURORA;22699955;23652172;info@ecuadorviajesonline.com;No;www.benjicartravel.com;17;0104;0001;016
18785;MINGA LODGE;VIA PRINCIPAL A CHONTAPUNTA;CHONTAPUNTA;Null;null;null;No;null;15;0101;0006;039
18786;LEADERSTODAY;Pasaje Manuel Saenz N36-55 y German Aleman;EDF MARÍA PISO 2;22251162;995682961;inti.macias@we.org;No;www.we.org;17;0104;0020;034
18787;JNABELTOUR;TULCAN 1011 Y MACHALA;null;2766203;null;null;No;null;23;0104;0002;017
18788;BLUESKY;Juan GonzÁlez N35-76 Y Juan Pablo SÁenz;null;23238050;22438409;ventas@bluesky.com.ec;No;null;17;0104;0003;018
18789;TUTTO FREDDO # 2;AV. QUITUMBE ÑAN S/N Y AV. RAFAEL MORAN VALVERDE.C.C. QUICENTRO SUR PB 073;null;4000167;null;tutto951@gmail.com;Si ;null;17;0100;0015;035
18790;TUTTO FREDO # 1;AV. QUITUMBE ÑAN S/N Y AV. RAFAEL MORAN VALVERDE. C.C. QUICENTRO SUR . PLANTA BAJA;null;2655186;null;tutto952@gmail.com;Si;null;17;0100;0015;035
18791;HELADERIA TUTTO FREDDO;AV. PEDRO VICENTE MALDONADO 14229 Y CALVAS C.C. EL RECREO;null;2655186;null;vstagg@impasca.com;Si ;null;17;0100;0015;035
18792;TUTTO FREDO;AV MALDONADO 62 Y MIGUEL CARRION;null;null;null;null;Si ;null;17;0100;0015;039
18793;TUTTO FREDDO;CALLE ISLA SANTA CLARA SN AV GENRAL RUMIÑAHUI; ES EN EL C C SAN LUIS SHOPPING, PLANTA ALTA, FRENTE AL BANCO DE GUAYAQUIL, DIAGONAL A DE PRATI, SUBIENDO LAS GRADAS ELECTRICAS DE MARATHON SPORTS. EN EL PATIO DE COMIDAS LOS CHILLOS, LOCAL N2-257 ;0992644349;0996672072;davidlc.ddlc@gmail.com;Si;https://tuttofreddo.ec;17;0100;0007;003
18794;ANDESPLANET S.A.;Av. Diez de Agosto N36-67 y Juan Galindez;JUNTO A COMPUTRON;985105339;22266461;paul@andesplanet.com;No;www.andesplanet.com.ec;17;0104;0020;034
18795;CARPEDM ADVENTURES;Jose Antepara E4-60 y Los Ríos;SAN BLAS PLAZA BELMONTE;22954713;22954713;sales.carpedm@gmail.com;No;null;17;0104;0020;034
18796;DOLPHIN TOURS VITERI;Shyris N39-281 y Gaspar de Villarroel;CENTRO COMERCIAL GALERÍA;26007037;26007037;rviterid@dolphintoursecuador.com;No;www.dolphintoursecuador.com;17;0104;0001;016
18797;CAMONTRAVEL;Pedro Ponce Carrasco E8-6 y Diego de Almagro;ALMAGRO PLAZA PISO 7 OFICINA 716 JUNTO A LA EMBAJADA DE COLOMBIA;23909062;23909075;ycano@netlife.ec;No;www.camontravel.com;17;0104;0001;016
18798;S BARRO;ISLA SANTA CLARA Y AV. GENERAL RUMIÑAHUI;null;2090429;null;null;Si ;null;17;0100;0028;039
18799;MR PRETZELS;AV. DEL BOMBERO S/N VIA A LA COSTA EDIFICIO C.C. RIOCENTRO LOS CEIBOS ISLA;null;094391286;null;null;Si ;null;09;0100;0015;044
18800;SULA EXPEDITIONS;MARCHENA S/N S/N;JUNTO A LA CASA REDONDA LODGE;052526495;0995217681;operacion@sambagalapagosislands.com;No;null;20;0104;0020;034
18801;SAMBA;OFIC.MARCHENA Y PETREL;null;2526495;null;yatesamba@yahoo.com;No;null;20;0106;0034;032
18802;SOLE Q;Pasaje 9 S7-25 y Upano;URBANIZACION LA COLINA ESQ;23132358;23132358;contabilidadsolecu@gmail.com;No;null;17;0104;0020;034
18803;YATE FRAGATA;PETREL NO.763 Y DUNCAN;null;2526037;null;yatefragata@hotmail.com;No;null;20;0106;0034;046
18804;ECUADORTOUR;Av. RÍo Amazonas N36-177 y Av. Naciones Unidas;CC UNICORNIO 2 NIV OF 243;22454782;984878267;admin@ecuadortour.ec;No;www.ecuadortur.com;17;0104;0003;018
18805;ECUADORTOUR;AV. 6 DE DICIEMBRE S/N y LA NIÑA (c.c. multicentro);MULTICENTRO PISO 1 OF 110;984878267;987780316;info@ecuadortur.com;No;www.ecuadortour.ec;17;0104;0001;016
18806;JIMMY HUBER HOT DOGS Y BURGUERS (6 DE DICIEMBRE);AV 6 DE DICIEMBRE N39-148 Y AV GASPAR DE VILLAROEL;null;6035320;null;bodega@jimmyhuber.com;Si;null;17;0100;0015;039
18807;STUBEL SUITES Y CAFE;Pasaje Stubel 1 Y rafael león larrea;GONZALEZ SUAREZ;26013499;226013499;c.cappelletti@stubel-suites.com;No;www.stubel-suits.com;17;0101;0018;014
18808;ECUAUNIVERSAL;La Pradera E8-33 y Av. Diego de Almagro;AL FRENTE DE LOS JUZGADOS DE TRANSITO;22551731;22553003;ventas@ecuauniversal.com;No;www.ecuauniversal.com;17;0104;0003;018
18809;BOUTIQUE PLAZA SUCRE;Sucre OE2-42 y Guayaquil;JUNTO A LA PLAZA DE SANTO DOMINGO;22954926;22956907;reservaciones@hotelplazasucre.com;No;www.hotelplazasucre.com;17;0101;0018;013
18810;EL VENTANAL DE QUITO;Carchi S/N y Nicaragua;TRAS CANCHAS DE LIGA BARRIAL SAN JUAN;22572232;999998312;info@elventanal.ec;Si ;www.elventanal.ec;17;0100;0028;037
18811;AMBASADORTOUR CIA LTDA;VICENTE ROCAFUERTE Y VICTOR RON;null;097984876;null;golden268@gmail.com;No;www.jaguar.ec;22;0104;0020;034
18812;FINN MC COOL.S;Diego de Almagro N24-64  y Joaquín Pinto;A UNA CUADRA DE LA PLAZA FOCH;22564953;992734612;richmal81@hotmail.com;No;null;17;0100;0004;048
18813;FINNMCCOOLS;Diego de Almagro N24-64  y Pinto;A UNA CUADRA DE LA PLAZA FOCH;22521780;22521780;aleja.flanagan@gmail.com;Si ;null;17;0100;0028;040
18814;CAFETITO;PANAMERICANA NORTE KM 36 1/2;null;3672444;null;null;Si;null;17;0100;0015;044
18815;MULTIECUMINDO CIA. LTDA.;Av. 9 de Octubre S/N Av. Quito ; La oficina se encuentra a 100 metros del parque central de Mindo-  ;0990183861;null;mindoft@hotmail.com;No;null;17;0104;0020;034
18816;CEBICHES DE LA RUMIÑAHUI;Av. República S/N y Amazonas;CC MALL EL JARDÍN;22980255;999819384;andres@lcrjardin.com;Si ;null;17;0100;0028;037
18817;OLE EXPEDITIONS;PASAJE F N25-41 Y JOSÉ BERRUTIETA;BARRIO LA COMUNA, FRENTE A UN PARQUE;0;963322387;agencia@olexpeditions.com;No;www.olexpeditions.com;17;0104;0001;016
18818;HOSTELERIA SAN AGUSTIN DE CALLO;S/N S/N S/N;LASSO;022906157;0999934188;contabilidad@incahacienda.com;No;www.incahacienda.com;05;0101;0016;013
18819;LA TABLITA DEL TÁRTARO;Gran Colombia N14-27 y Padre Luis Sodiro;EN EL EDIFICIO DE LA FEDERACIÓN DE LIGAS;22438690;998885494;smontenegro@latablitadeltartaro.com;Si ;www.latablitadeltartaro.com;17;0100;0028;040
18820;TATOO EXPEDITIONS;LAS RETAMAS E1-136 Y AV. GALO PLAZA LASSO;POR LA ESQUINA DE PHARMACY;997480034;997480342;info@tatooexpeditions.com;No;www.tatooexpeditions.com;17;0104;0020;034
18821;ECUAVACACIONES TRAVEL;EL SOL N39-275 y GASPAR DE VILLARROEL;A UNA CUADRA DE LA SECRETARIA DE DEPORTES;22438782;960724444;msoria_vega@hotmail.com;No;null;17;0104;0002;017
18822;VIPEXPEDITION;Ultimas Noticias N37-97 y El Espectador;DETRAS DEL BANCO DEL PACIFICO;26010663;993285708;info@vipexpeditionsecuador.com;No;null;17;0104;0020;034
18823;EOS ECUADOR;Av. Rio Amazonas N24-66 y Joaquin Pinto;DIAGONAL A MOVISTAR;22601356;26013560;eos@eosecuador.com;No;www.eosecuador.travel;17;0104;0001;016
18824;MINDO GARDEN ;VIA MINDO GARDEN 1 KM. DEL MARIPOSARIO;null;2252077;null;contacto@mindogardens.com;No;www.mindogardens.com;17;0101;0037;039
18825;CASABLANCA MULTIDESTINOS;RepÚblica del Salvador N35-82 y Portugal;A DOS CUADRAS DEL COLEGIO BENALCAZAR;22252077;22252077;andrademoncayoandrea@gmail.com;No;www.mindogardens.com;17;0104;0001;016
18826;JUAN SEBASTIAN;MALECON PLAYA S/N VIA PRINCIPAL;JUNTO AL HOTEL TAITI;062731607;0986178249;contabilidad@hembassy.com;No;null;08;0101;0018;013
18827;CLUB DEL CAMPO;RECINTO SAN ANTONIO VÍA LAS MERCEDES;null;022561990;null;null;No;null;23;0101;0037;035
18828;COSTA PARAISO;MALECON DE LA PLAYA Y CORAL NEGRO;null;Null;null;null;No;null;08;0101;0018;035
18829;HOTEL EMBASSY;Wilson E8-22 y Av. 6 de Diciembre;PARADA ECOVIA MANUELA CAÑIZARES;22561990;22239749;asistentegerencia@hembassy.com;No;www.hembassy.com;17;0101;0018;014
18830;CEVICHES DE LA RUMIÑAHUI;Av. 6 de Diciembre N14-37 y Padre Luis Sodiro;null;22901034;22901034;gustavo_granja@hotmail.com;Si;www.loscebichesdelaruminahui.com;17;0100;0028;045
18831;LAMMHAUS GRILL;ANDALUCÍA N24-151 Y FRANCISCO GALAVIS;AL LADO DEL MERCADO DE LA FLORESTA;23226516;993347583;mcruz@avitalsa.com;Si ;null;17;0100;0028;037
18832;JUAN VALDEZ CAFE;AMBATO S/N 16 DE DICIEMBRE;DIAGONAL A KFC;23955400;997479952;jv45@juanvaldezcafe.com.ec;Si ;www.juanvaldezcafe;18;0100;0007;003
18833;JUAN VALDEZ CAFE;CALLE SANTA CLARA S/N AV GENERAL RUMIÑAHUI;PATIO DE COMIDAS CENTRO COMERCIAL SAN LUIS;23955400;999445267;elisa.flores@kfc.com.ec;Si;null;17;0100;0007;003
18834;JUAN VALDEZ CAFE;C.C. SAN LUIS SHOPPING - PATIO DE COMIDAS;null;2090247;null;null;Si ;null;17;0100;0007;039
18835;JUAN VALDEZ CAFE;ATAHUALPA Y VICTOR HUGO (MALL DE LOS ANDES);null;null;null;null;Si ;null;18;0100;0007;039
18836;JUAN VALDEZ CAFE;AV FCO DE ORELLANA S/N Y CARLOS LUIS PLAZA DAÑIN EDIFICIO SAN MARINO SHOPPING KIOSKO 01;null;null;null;null;Si;null;09;0100;0007;039
18837;JUAN VALDEZ CAFE;AV DE LAS AMERICAS S/N Y SECUNDARIA AEROPUERTO JOSE JOAQUIN OLMEDO ;null;null;null;null;Si ;null;09;0100;0007;039
18838;JUAN VALDEZ CAFE;AV. VICTOR EMILIO ESTRADA S/N Y EBANOS CENTRO COMERCIAL   PLAZA TRIANGULO OFICINA# 120 ;null;null;null;null;Si ;null;09;0100;0007;039
18839;JUAN VALDEZ CAFE;AV. DEL PERIODISTA S/N Y DR. JUAN BAUTISTA ARZUBE - EDIF. POLICENTRO, OFIC. PB;null;2449999;null;null;Si;null;09;0100;0007;039
18840;JUAN VALDÉZ CAFÉ ;AV. JOAQUÍN ORRANTIA GONZÁLEZ S/N Y JUAN TANCA MARENGO, C.C. MALL DEL SOL, ISLA 117 -118;null;2082856;null;null;Si ;null;09;0100;0007;039
18841;JUAN VALDÉZ CAFÉ;AV. DE LAS AMÉRICAS, AEROPUERTO JOSÉ JOAQUÍN DE OLMEDO, PRE-EMBARQUE NACIONAL, LOCAL 5;null;null;null;jv24@juanvaldezcafe.com.ec;Si ;null;09;0100;0007;039
18842;JUAN VALDEZ CAFE;BOYACA 1208 Y AV. 9 DE OCTUBRE;null;997442512;null;jv33@juanvaldezcafe.com.ec;Si;null;09;0100;0007;039
18843;JUAN VALDEZ CAFE;AV. DE LAS AMERICAS  S/N SECUNDARIA; AEROPIERTO JOSE JOAQUIN DE OLMEDO (Arribo Nacional) ;0993703839;023955400;fausto.diaz@kfc.com.ec;Si ;null;09;0100;0007;003
18844;JUAN VALDEZ CAFÉ;Av.  Amazonas N6-114 y av. república (C.C. MALL EL JARDÍN);SEGUNDO PISO DEL CC. EL JARDÍN;23955400;991330888;jv01@juanvaldezcafe.com.ec;Si ;www.kfc.com;17;0100;0007;036
18845;JUAN VALDEZ CAFÉ;Av. Pampite   S/N y Chimborazo;null;22040517;991330888;alexandra.sandoval@kfc.com.ec;Si;null;17;0100;0007;036
18846;JUAN VALDEZ CAFÉ;Av. Naciones Unidas S/N y Av. De Los Shyris (c.c. quicentro shopping);C.C. QUICENTRO NORTE;23955400;991330888;jv06@juanvaldezcafe.com.ec;Si ;www.kfc.com;17;0100;0007;036
18847;JUAN VALDEZ CAFÉ;Av. Naciones Unidas oe4-27 Y AV. REPÚBLICA (C.C PLAZA DE LAS AMÉRICAS);DENTRO DE LA PLAZA DE LAS AMÉRICAS;998969748;991330888;alexandra.sandoval@kfc.com.ec;Si ;www.kfc.com;17;0100;0007;039
18848;JUAN VALDEZ CAFÉ;Av. Naciones Unidas S/N  y Av. 6 de Diciembre;C.C. QUICENTRO SHOPPING;23955400;991330888;jv09@juanvaldezcafe.com.ec;Si;null;17;0100;0007;036
18849;JUAN VALDEZ CAFÉ;Reina Victoria 268 y Joaquin Pinto;PLAZA FOCH L3;23955400;991330888;alexandra.sandoval@kfc.com.ec;Si ;www.juanvaldezcafe.com.ec;17;0100;0007;039
18850;JUAN VALDEZ CAFÉ;Av. Quitumbe Ñan S/N Y Rafael Morán Valverde (c.c. Quicentro Sur);QUICENTRO SUR FRENTE A JUGUETON;24011315;24011315;jv12@juanvaldezcafe.com.ec;Si ;null;17;0100;0007;036
18851;JUAN VALDEZ CAFÉ;Av. Amazonas N36-152 Y Av. Naciones Unidas (C.C.I.);C.C. IÑAQUITO;24011314;986096943;alexandra.sandoval@kfc.com.ec;Si;www.juanvaldezcafe.com.ec;17;0100;0007;036
18852;JUAN VALDEZ CAFÉ;Av. DEl Parque S/N Y Alonso de Torres (CC. EL BOSQUE);SEGUNDO PISO CC EL BOSQUE;989496870;985569768;alexandra.sandoval@kfc.com.ec;Si ;null;17;0100;0007;036
18853;JUAN VALDÉZ CAFÉ;Av. de la Prensa S/N Y Kennedy (C.C CONDADO SHOPPING);C.C. CONDADO SHOPPING;24011319;991330888;alexandra.sandoval@kfc.com.ec;Si ;null;17;0100;0007;036
18854;JUAN VALDEZ CAFÉ;PASAJE A S/N y VÍA INTEROCEÁNICA ( c.c. paseo san francisco);EDIFICIO: SCALA SHOPPING. PISO: PB. SECTOR: SCALA SHOPPING;23955400;991330888;alexandra.sandoval@kfc.com.ec;Si;null;17;0100;0007;036
18855;JUAN VALDEZ CAFÉ;Av. Interoceanica S/N S/n;C.C. ESCALA;24011320;989384461;alexandra.sandoval@kfc.com.ec;Si ;null;17;0100;0007;036
18856;JUAN VALDÉZ CAFÉ;Av. Pedro Vicente MALDONADo S11-122 Y miguel carrión (C.C. EL RECREO);DIAGONAL A EXPLORER;998852451;991314284;alexandra.sandoval@kfc.com.ec;Si ;null;17;0100;0007;036
18857;JUAN VALDÉZ CAFÉ;República del Salvador S/N y Portugal;COLEGIO BENALCAZAR;982500024;968401246;alexandra.sandoval@kfc.com.ec;Si;www.juanvaldezcafe.com.ec;17;0100;0007;036
18858;JUAN VALDEZ CAFÉ;CONECTOR DE ALPACACHA S/N Y s/n;CENTRO COMERCIAL QUITO AIRPORT;23955400;23955400;jv29@juanvaldezcafe.com.ec;Si ;www.juanvaldezcafe.com.ec;17;0100;0007;036
18859;JUAN VALDEZ CAFÉ;COREA 126 y AV. AMAZONAS;ADENTRO DE EDIFICIO BELMONTE;23955400;991330888;alexandra.sandoval@kfc.com.ec;Si ;null;17;0100;0007;039
18860;JUAN VALDEZ CAFÉ;Av. República del Salvador S/N y Suecia;HE PARK;24011100;988586653;alexandra.sandoval@kfc.com.ec;Si;www.juanvaldezcafe.com.ec;17;0100;0007;036
18861;JUAN VALDEZ CAFÉ;AV. GRANADOS S/N Y AV. 6 DE DICIEMBRE (c.C. GRANADOS PLAZA);C.C. GRANADOS PLAZA;23955400;991770888;alexandra.sandoval@kfc.com.ec;Si ;null;17;0100;0007;036
18862;JUAN VALDEZ CAFÉ;av.  amazonas s/n Y josÉ villalengua;EN LA PLATAFORMA GUBERNAMENTAL;23955400;991330888;alexandra.sandoval@kfc.com.ec;Si ;null;17;0100;0007;036
18863;JUAN VALDEZ CAFÉ;AV. AMAZONAS N36-152 Y NACIONES UNIDAS;NUEVO PATIO DE COMIDAS C.C. CCI;23955400;990342242;jv37@juanvaldezcafe.com.ec;Si;null;17;0100;0007;036
18864;JUAN VALDÉZ CAFÉ;AV. PEDRO VICENTE MALDONADO  S10-194 Y S/N;PATIO DE COMIDAS RECREO PLAZA;23955400;997700328;shirleymoreirarodriguez361@gmail.com;Si ;null;17;0100;0007;036
18865;JUAN VALDÉZ CAFÉ;juan montalvo S/N y francisco de orellana;FRENTE AL PARQUE DE CUMBAYA;23955400;991330888;alexandra.sandoval@kfc.com.ec;Si ;www.juanvaldezcafe.com.ec;17;0100;0007;036
18866;JUAN VALDEZ CAFÉ;av. simón bolÍvar S/N y panamericana norte (c.c. portal shopping);PORTAL SHOPPING;991330888;991330888;alexandra.sandoval@kfc.com.ec;Si;www.juanvaldezcafe.com.ec;17;0100;0007;036
18867;JUAN VALDEZ CAFÉ;AV. gonzÁlez suÁrez N32-141 Y JACINTO BEJARANO;FRENTE A PRODUBANCO;0;991330888;alexandra.sandoval@kfc.com.ec;Si ;null;17;0100;0007;036
18868;JUAN VALDEZ CAFÉ;AV. ELOY ALFARO N52-468 Y AVIGIRAS;INTERIOR DEL MEGA KYWI;991330888;991330888;alexandra.sandoval@kfc.com.ec;Si ;null;17;0100;0007;036
18869;JUAN VALDEZ CAFÉ;av. INTEROCEÁNICA E5-67 Y S/N;JUNTO A KYWI;+593991330888;+593991330888;alexandra.sandoval@kfc.com.ec;Si;null;17;0100;0007;036
18870;RISTRETTO EL;Av. Rio Amazonas N23-135 La Granja;null;22251212;0;grace-mejia@hotmail.com;Si ;www.estecafe.com;17;0100;0007;039
18871;LA  CASA DE EDUARDO;Isla Isabela N42-92 y Av. Tomás de Berlanga;JIPIJAPA - CERCA A LA PLAZA DE TOROS;22454743;22241317;lacasadeeduardo90@gmail.com;Si ;www.sisepuedeecuador.com;17;0100;0028;040
18872;SCALESIA;VÍA AL VOLCÁN S/N SECTOR LOS CEIBOS;JUNTO A MINIMARKET PEDREGAL;053016589;0994442425;felipe@scalesialodge.com;No;null;20;0101;0019;014
18873;SCALESIA LODGE;MARISCAL FOCH E7-61 DIEGO DE ALMAGRO;INGRESO AL PARQUEADERO DE LA PLAZA FOCH;22568989;0;contabilidad@scalesialodge.com;No;null;17;0104;0020;034
18874;ATLAS VIAJES;av. 6 de diciembre n24-215 y lizardo garcía;FRENTE AL COLEGIO MANUELA CANÑIZARES;992641412;22245048;info@atlasviajes.com.ec;No;www.atlasviajes.com.ec;17;0104;0020;034
18875;ETHNIC COFFEE;Av. Amazonas s/n entre ROBLES Y ROCA;FRENTE AL EDIFICIO RIO AMAZONAS;22501613;986831903;ventas@ethniccollection.com;Si;www.wthniccollection.com;17;0100;0028;040
18876;HOSTERÍA MI HUASIPUNGO TABABELA;primero de Mayo 646 S/N;4 CUADRAS DEL ESTADIO DE TABABELA;987623164;987623164;talentohumano@importadortrujillo.com.ec;No;www.hosteriamihuasipungo.com;17;0101;0037;014
18877;TERRANDES ADVENTURE;Miguel Angel S6-268 Boticelli;LA PRIMAVERA 1;26004922;0;sales@terrandesecuador.travel.com;No;null;17;0104;0001;016
18878;OKY LOUNGE;JoaquÍn Pinto 279 y Reina Victoria;FRENTE A LA REPÚBLICA DEL CACAO;22541310;998374890;juliohuil@hotmail.com;No;null;17;0100;0013;048
18879;EL PATIO BISTRO;Chile OE8-50 E IMBABURA;DIAGONA A LA ESCUELA EL CEBOLLAR;999901195;995009880;mentacatering@hotmail.com;Si ;null;17;0100;0028;040
18880;RITOSTURISA;Av. RÍo Amazonas N22-118 y Veintimilla;EMPRESARIAL AMAZONAS;22236956;995294164;ritostour@gmail.com;No;www.ritosturisa.com.ec;17;0104;0001;016
18881;AMARILO;Juan Gonzalez N35-113 e Ignacio de San María;TRAS EL MINISTERIO DE EDUCACIÓN;22271174;999000088;amarilo.ec@hotmail.com;Si ;null;17;0100;0028;040
18882;CAFE COLOR;AV. DE LOS SHYRIS N34-412 Y PORTUGAL;null;2248372;null;null;Si;null;17;0100;0015;039
18883;COLUMBIA STEAK HOUSE;Av. ColÓn N25-142 La Rábida;FRENTE AL MINISTERIO DE CULTURA Y PATRIMONIO;22568737;991183853;columbiaparrilladas@gmail.com;No;null;17;0103;0030;035
18884;COLUMBIA STEAK HOUSE;Av. ColÓn n25-142 y La RÁbida;FRENTE AL MINISTERIO DE CULTURA Y PATRIMONIO;22568737;959297845;columbiaparrilladas@gmail.com;Si ;www.columbiaparrillada.com;17;0100;0028;037
18885;ECUABRASUK CONNECTION;Santa María EG-49  Y la Rábida;null;22567628;22567628;ecuabrasuk@gmail.com;No;null;17;0104;0002;017
18886;DEL VALLE;18 De Mayo N4-126 y alfonso villalva;LICEO NAVAL;22341196;22341196;tatitu@hotmail.es;No;null;17;0101;0017;012
18887;COMBRATUR;Francisco Pizarro N26-14 Santa Maria;null;22506815;987474746;wpatriciopacheco@hotmail.com;No;www.combretur.com;17;0104;0003;018
18888;CABAÑAS 3 RÍOS;KM 1 VIA SUMACO SN SALAHONDA;A DOSCIENTOS METROS DEL PUENTE NÚMERO CUATRO DEL RÍOS QUIJOS;026046800;0988071118;luis.perezmintur@gmail.com;No;null;15;0101;0037;013
18889;GALAJOURNEY;AV. MALECON S/N 16 DE MARZO;JUNTO AL HOSPITAL ;052529103;0988071118;santiago_melob@icloud.com;No;null;20;0104;0020;034
18890;CASA GANGOTENA;BolÍvar Oe6-41 y Cuenca;PLAZA DE SAN FRANCISCO;24008000;997146787;jlongo@coronelyperez.com;No;www.casagangotena.com;17;0101;0018;014
18891;CASA GANGOTENA;BOLíVAR OE6-41 y CUENCA;DIAGONAL A LA PLAZA DE SAN FRANCISCO;24008000;997146787;paburbano@metropolitan-touring.com;No;www.casagangotena.com;17;0104;0020;034
18892;HOTEL ARENA BLANCA;TULCAN S/N AV. QUITO; BARRIO FRAGATA, A UNA CUADRA DE CERRO PATRICIO. ;0993381290;052520182;info@galapagosarenablanca.com;No;null;20;0101;0018;013
18893;ESPAÑOLA TOURS;TOMAS DE BERLANGA S/N AV CHARLES DARWIN;JUNTO AL GIMNACIO BODYWELL;null;0939639368;yateespanolagps@yahoo.es;No;null;20;0104;0020;034
18894;Galeodanturis;AV. LAS TIJERETAS S/N VIA PLAYA MANN;FRENTE A LA ESCUELA ALEJANDRO ALVEAR;052521613;0996434823;info@galeodan.com;No;www.galeodan.com;20;0104;0001;016
18895;INTISAMAY TOURS;Juan Leon Mera N22-37 y Jeronimo Carrion;EDIFICIO ZURITA PISO 2 OFICINA S/N;22541803;994019737;info@intisamay.org;No;www.intisamay.org;17;0104;0020;034
18896;EXPRESSGRILL;C.C. PASEO SHOPPING, LOCAL #C-7;null;052920272;null;null;Si ;null;13;0100;0028;039
